,values,label,color,color_label
0,0.21995222541968665,Sex - male (sex),3.0,Standard
1,0.12078795222193013,Nutrition categorization (nutrition3cat),3.0,Standard
2,0.10107645761044635,Blood pressure medication status (bpmeds),3.0,Standard
3,0.06943302515540925,Cigarette smoking status (currentsmoker),3.0,Standard
4,0.06260469496079124,1/2 mile simple outdoor total physical activities+water (s0opai),2.0,Environmental
5,0.0382573044040051,History of cigarette smoking (eversmoker),3.0,Standard
6,0.03333827705449292,Insurance status - private only (privatepublicins_1.0),5.0,Socioeconomic
7,0.027698644200214444,Insurance status - private & public (privatepublicins_3.0),5.0,Socioeconomic
8,0.027554328149912453,Insured (insured),5.0,Socioeconomic
9,0.025821705031787556,Insurance status - uninsured (privatepublicins_0.0),5.0,Socioeconomic
10,0.022134200945573897,HDL cholesterol (hdl),3.0,Standard
11,0.021567810451940013,Waist (waist),3.0,Standard
12,0.020586199533114153,Discrimination burden (discrmburden),0.0,Psychosocial
13,0.020243588785058268,1/2 mile simple favorable food stores (s0fav),2.0,Environmental
14,0.01810516551747925,1 mile simple modified retail food environment index exclude alcohol (s1mrfei_noalc),2.0,Environmental
15,0.016688451095047137,Percent of 1/2 mile buffer in land use data (pctlu0),2.0,Environmental
16,0.01577506306833703,Family income (fmlyinc),5.0,Socioeconomic
17,0.01433336573735142,Global stress score (perceivedstress),0.0,Psychosocial
18,0.014159857091000904,1 mile kernel modified retail food environment index exclude alcohol (k1mrfei_noalc),2.0,Environmental
19,0.013936951014559511,Percent of 1 mile buffer in land use data (pctlu1),2.0,Environmental
20,0.013311410531187453,Ankle brachial index (abi),3.0,Standard
21,0.013023140255140004,1 mile kernel modified retail food environment index include alcohol (k1mrfei_tot),2.0,Environmental
22,0.012695895978574014,1 mile simple modified retail food environment index include alcohol (s1mrfei_tot),2.0,Environmental
23,0.01264390723899375,Employment status - not employed (occupation_not_employed),5.0,Socioeconomic
24,0.012138112984701048,% household w/no vehicle (vehicle_none),2.0,Environmental
25,0.011339255009814659,1/2 mile kernel total physical activities+instructional+water (k0pai),2.0,Environmental
26,0.011043959613141715,Hemoglobin A1C (hba1c),3.0,Standard
27,0.011004449699079611,1/2 mile kernel modified retail food environment index exclude alcohol (k0mrfei_noalc),2.0,Environmental
28,0.010811341130118042,1/2 mile kernel outdoor total physical activities+water (k0opai),2.0,Environmental
29,0.010540697175277128,Percent of 1/4 mile buffer in land use data (pctlu14),2.0,Environmental
30,0.010117515764657142,Population density per sq mile 1 mile (popdenmi1),2.0,Environmental
31,0.010052402738750625,1/2 mile kernel indoor total physical activities+instructional (k0ipai),2.0,Environmental
32,0.009727942275860262,Insurance status - public only (privatepublicins_2.0),5.0,Socioeconomic
33,0.00900727212785102,Systolic blood pressure (sbp),3.0,Standard
34,0.008577956250864938,"% household with interest, dividend, rental income (inc_intdivrent)",2.0,Environmental
35,0.008457592838490166,Percent retail 1 mile (pret1),2.0,Environmental
